id,type,input,city,days,budget,interests,group,special,prediction_type,model_confidence,top_features,total_budget,model_accuracy,processing_time_s
E0046,edge,我想去罗马玩4天，和家人一起，我们喜欢历史，预算中等。,罗马,4,中,历史,家庭,有儿童和老人,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,8000,0.8445,0.0141
S0546,standard,我想去伦敦玩7天，和朋友一起，我们喜欢历史、美食，预算比较有限，有老人。,纽约,7,低,美食,家庭,有老人,美食购物游,0.59,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7700,0.8445,0.0141
S0502,standard,我想去东京玩2天，我们喜欢美食、历史，预算比较宽裕，有小孩子。,伦敦,1,高,历史,单人,有儿童,奢华体验,0.56,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7000,0.8445,0.0146
S0111,standard,我想去纽约玩7天，和家人一起，我们喜欢自然、美食，预算中等，有老人。,东京,3,低,"文化,历史",朋友,有儿童,文化深度游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0141
B0032,boundary,我想去伦敦玩7天，和爱人一起，我们喜欢自然，预算中等，有老人。,巴黎,7,中,自然,情侣,有儿童,户外探险游,0.68,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0147
S0209,standard,我想去东京玩2天，和爱人一起，我们喜欢购物，预算中等，需要轮椅无障碍设施。,纽约,1,低,美食,家庭,有老人,美食购物游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0149
S0499,standard,我想去巴黎玩5天，和爱人一起，我们喜欢自然，预算比较有限，有老人。,罗马,5,中,历史,朋友,轮椅友好,文化深度游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,10000,0.8445,0.0143
S0442,standard,我想去罗马玩1天，和朋友一起，我们喜欢美食、历史，预算比较有限，需要轮椅无障碍设施。,纽约,7,中,美食,朋友,有儿童,美食购物游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,18200,0.8445,0.0145
S0137,standard,我想去东京玩2天，和朋友一起，我们喜欢历史、自然，预算比较宽裕，需要轮椅无障碍设施。,东京,1,高,自然,单人,有儿童,奢华体验,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.0141
B0197,boundary,我想去纽约玩1天，和爱人一起，我们喜欢自然，预算比较有限，需要轮椅无障碍设施。,巴黎,1,低,美食,情侣,轮椅友好,美食购物游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0139
S0696,standard,我想去纽约玩3天，和家人一起，我们喜欢购物、自然，预算比较有限，有小孩子。,纽约,3,高,文化,家庭,有老人,文化深度游,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,22800,0.8445,0.0141
S0103,standard,我想去罗马玩1天，和爱人一起，我们喜欢自然，预算比较宽裕，需要轮椅无障碍设施。,伦敦,2,高,历史,朋友,轮椅友好,奢华体验,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0142
B0031,boundary,我想去东京玩1天，和朋友一起，我们喜欢自然，预算比较有限。,巴黎,1,低,文化,家庭,有老人,文化深度游,0.58,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0142
E0009,edge,我想去罗马玩4天，和家人一起，我们喜欢历史，预算中等。,罗马,4,中,历史,家庭,有儿童和老人,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,8000,0.8445,0.0146
E0040,edge,我想去东京玩5天，和爱人一起，我们喜欢奢华体验、米其林餐厅，预算比较有限。,东京,5,低,"奢华体验,米其林餐厅",情侣,无,文化深度游,0.23,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0146
S0557,standard,我想去纽约玩1天，我们喜欢美食，预算中等，有老人。,伦敦,7,高,"历史,自然",单人,无,户外探险游,0.59,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0159
B0157,boundary,我想去罗马玩1天，和朋友一起，我们喜欢美食，预算比较有限。,巴黎,1,低,美食,朋友,无,美食购物游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0148
S0403,standard,我想去东京玩1天，和家人一起，我们喜欢历史，预算比较宽裕。,罗马,3,低,自然,家庭,无,亲子家庭游,0.61,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2700,0.8445,0.015
B0023,boundary,我想去东京玩1天，我们喜欢购物，预算比较有限，需要轮椅无障碍设施。,东京,1,低,历史,单人,无,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,800,0.8445,0.0145
S0349,standard,我想去巴黎玩2天，和家人一起，我们喜欢美食、文化，预算比较有限，有老人。,罗马,1,低,文化,情侣,有儿童,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,900,0.8445,0.0138
S0005,standard,我想去巴黎玩7天，和朋友一起，我们喜欢购物，预算比较宽裕，有小孩子。,纽约,5,低,自然,朋友,无,户外探险游,0.65,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5500,0.8445,0.0149
S0472,standard,我想去纽约玩5天，我们喜欢购物，预算中等。,巴黎,1,中,美食,单人,有老人,美食购物游,0.56,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0145
B0136,boundary,我想去纽约玩7天，和朋友一起，我们喜欢文化，预算比较有限，有老人。,罗马,7,低,历史,情侣,无,文化深度游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,6300,0.8445,0.0142
S0520,standard,我想去罗马玩5天，我们喜欢自然，预算比较宽裕。,东京,7,低,"文化,购物",情侣,有儿童,经济观光,0.28,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.014
B0080,boundary,我想去罗马玩1天，和爱人一起，我们喜欢文化，预算比较有限，有小孩子。,纽约,1,低,购物,朋友,有儿童,美食购物游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0139
S0688,standard,我想去伦敦玩3天，和家人一起，我们喜欢美食，预算比较宽裕，有老人。,东京,1,高,"购物,文化",朋友,轮椅友好,奢华体验,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.0145
S0539,standard,我想去罗马玩3天，我们喜欢历史、购物，预算比较有限，需要轮椅无障碍设施。,东京,5,高,自然,家庭,无,亲子家庭游,0.65,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,28000,0.8445,0.014
B0186,boundary,我想去纽约玩1天，我们喜欢文化，预算比较有限，有老人。,巴黎,1,低,自然,情侣,轮椅友好,经济观光,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0149
S0271,standard,我想去伦敦玩2天，和爱人一起，我们喜欢历史，预算中等，有小孩子。,东京,3,低,美食,单人,轮椅友好,美食购物游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0157
E0075,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0146
B0070,boundary,我想去伦敦玩7天，和朋友一起，我们喜欢历史，预算比较有限，有小孩子。,东京,7,低,文化,朋友,有老人,文化深度游,0.41,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.0144
S0636,standard,我想去东京玩2天，和朋友一起，我们喜欢历史、文化，预算比较宽裕。,巴黎,1,中,"文化,购物",家庭,无,亲子家庭游,0.66,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0138
S0408,standard,我想去纽约玩1天，和家人一起，我们喜欢文化、购物，预算比较有限，有老人。,东京,3,低,文化,朋友,轮椅友好,文化深度游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0138
S0392,standard,我想去巴黎玩5天，和家人一起，我们喜欢历史，预算中等。,伦敦,1,低,历史,单人,轮椅友好,文化深度游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0135
S0485,standard,我想去东京玩5天，我们喜欢美食、自然，预算中等。,巴黎,3,低,历史,情侣,无,文化深度游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3000,0.8445,0.0136
S0003,standard,我想去巴黎玩7天，和家人一起，我们喜欢文化、购物，预算比较有限，需要轮椅无障碍设施。,罗马,5,高,文化,朋友,无,奢华体验,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,30000,0.8445,0.0142
B0147,boundary,我想去伦敦玩1天，和家人一起，我们喜欢美食，预算比较有限，有老人。,伦敦,1,低,自然,家庭,有儿童,亲子家庭游,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0145
S0155,standard,我想去罗马玩1天，和爱人一起，我们喜欢历史，预算比较宽裕，需要轮椅无障碍设施。,巴黎,2,中,购物,情侣,无,美食购物游,0.47,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4800,0.8445,0.0142
S0492,standard,我想去巴黎玩2天，和朋友一起，我们喜欢购物，预算中等，有老人。,罗马,5,中,"购物,美食",单人,有儿童,美食购物游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,10000,0.8445,0.0144
E0055,edge,我想去伦敦玩3天，和朋友一起，我们喜欢文化，不太确定。,伦敦,3,不太确定,文化,朋友,无,文化深度游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.0137
S0071,standard,我想去东京玩3天，和爱人一起，我们喜欢文化，预算中等，有小孩子。,纽约,5,低,"美食,文化",家庭,轮椅友好,亲子家庭游,0.41,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5500,0.8445,0.0146
S0390,standard,我想去罗马玩3天，我们喜欢文化、历史，预算中等，有小孩子。,东京,2,低,历史,情侣,有老人,文化深度游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1600,0.8445,0.0149
S0109,standard,我想去罗马玩2天，和爱人一起，我们喜欢购物，预算中等，需要轮椅无障碍设施。,伦敦,5,高,"美食,购物",朋友,轮椅友好,奢华体验,0.39,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0149
S0153,standard,我想去巴黎玩1天，和朋友一起，我们喜欢购物，预算中等，有小孩子。,巴黎,2,低,文化,情侣,有老人,文化深度游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2000,0.8445,0.0142
S0032,standard,我想去巴黎玩3天，和朋友一起，我们喜欢自然、文化，预算中等。,伦敦,2,低,"文化,美食",朋友,有老人,经济观光,0.41,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2080,0.8445,0.0149
S0171,standard,我想去巴黎玩7天，和朋友一起，我们喜欢美食，预算比较宽裕，需要轮椅无障碍设施。,巴黎,3,中,"自然,文化",朋友,无,户外探险游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7200,0.8445,0.0142
S0354,standard,我想去纽约玩2天，和朋友一起，我们喜欢美食，预算比较宽裕，有老人。,东京,7,中,美食,家庭,有老人,美食购物游,0.56,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12600,0.8445,0.0144
S0361,standard,我想去巴黎玩5天，我们喜欢历史，预算比较有限，有小孩子。,东京,2,中,历史,朋友,有儿童,文化深度游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3600,0.8445,0.0141
S0045,standard,我想去巴黎玩3天，我们喜欢自然、历史，预算比较有限，有老人。,伦敦,5,中,"美食,自然",家庭,有儿童,美食购物游,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12000,0.8445,0.0139
B0150,boundary,我想去罗马玩1天，和爱人一起，我们喜欢美食，预算比较有限，有老人。,纽约,1,低,购物,家庭,轮椅友好,美食购物游,0.58,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0151
B0041,boundary,我想去纽约玩7天，和家人一起，我们喜欢购物，预算比较宽裕，需要轮椅无障碍设施。,东京,7,高,购物,家庭,无,亲子家庭游,0.64,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0143
S0163,standard,我想去东京玩1天，我们喜欢美食，预算比较有限。,纽约,3,高,"历史,自然",单人,有老人,户外探险游,0.61,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,22800,0.8445,0.0155
B0003,boundary,我想去伦敦玩7天，我们喜欢文化，预算比较有限，有小孩子。,纽约,7,低,自然,情侣,有老人,户外探险游,0.66,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7700,0.8445,0.0154
S0654,standard,我想去纽约玩1天，和朋友一起，我们喜欢美食，预算中等，有老人。,罗马,3,高,购物,单人,有儿童,奢华体验,0.48,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,18000,0.8445,0.0143
S0365,standard,我想去巴黎玩2天，和朋友一起，我们喜欢自然，预算比较有限，有小孩子。,伦敦,5,低,"历史,购物",情侣,无,经济观光,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0141
S0226,standard,我想去巴黎玩1天，和朋友一起，我们喜欢历史，预算比较有限。,纽约,3,高,"自然,美食",单人,有儿童,户外探险游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,22800,0.8445,0.0145
S0030,standard,我想去东京玩7天，和朋友一起，我们喜欢美食、文化，预算比较有限，有小孩子。,纽约,5,中,"历史,购物",情侣,轮椅友好,文化深度游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,13000,0.8445,0.0146
S0207,standard,我想去伦敦玩7天，和朋友一起，我们喜欢文化、美食，预算比较宽裕。,巴黎,1,低,自然,朋友,有老人,经济观光,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0142
B0165,boundary,我想去东京玩1天，和家人一起，我们喜欢文化，预算比较有限，有小孩子。,巴黎,1,低,文化,家庭,轮椅友好,文化深度游,0.58,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0143
S0359,standard,我想去罗马玩1天，和家人一起，我们喜欢购物、美食，预算比较宽裕。,巴黎,3,低,"购物,美食",朋友,轮椅友好,美食购物游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3000,0.8445,0.0166
S0211,standard,我想去东京玩2天，我们喜欢文化，预算中等，有老人。,伦敦,7,低,自然,家庭,有儿童,户外探险游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7280,0.8445,0.0316
S0358,standard,我想去纽约玩3天，和家人一起，我们喜欢购物，预算比较有限。,东京,1,高,"购物,历史",家庭,有老人,亲子家庭游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.0164
S0023,standard,我想去罗马玩1天，我们喜欢自然，预算比较宽裕，有老人。,东京,5,低,自然,家庭,无,亲子家庭游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0148
S0536,standard,我想去伦敦玩3天，和爱人一起，我们喜欢历史、自然，预算比较宽裕，需要轮椅无障碍设施。,纽约,3,中,文化,单人,轮椅友好,文化深度游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7800,0.8445,0.0148
S0070,standard,我想去巴黎玩7天，和朋友一起，我们喜欢历史，预算比较有限，有老人。,伦敦,5,高,"历史,文化",单人,无,奢华体验,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0146
S0452,standard,我想去伦敦玩2天，和家人一起，我们喜欢文化，预算中等。,巴黎,1,低,"购物,美食",情侣,有儿童,美食购物游,0.57,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.0143
S0592,standard,我想去纽约玩2天，和家人一起，我们喜欢文化、历史，预算中等。,东京,1,高,"历史,购物",情侣,无,情侣浪漫游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.0153
S0524,standard,我想去巴黎玩3天，和爱人一起，我们喜欢美食、历史，预算中等。,东京,3,中,自然,家庭,轮椅友好,户外探险游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.015
S0640,standard,我想去罗马玩2天，我们喜欢文化、美食，预算比较宽裕，有小孩子。,伦敦,7,中,"历史,购物",朋友,无,文化深度游,0.37,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0145
B0047,boundary,我想去巴黎玩1天，和家人一起，我们喜欢自然，预算比较有限。,罗马,1,低,美食,单人,无,美食购物游,0.54,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,900,0.8445,0.0143
B0088,boundary,我想去纽约玩1天，和朋友一起，我们喜欢文化，预算比较有限，有老人。,罗马,1,低,历史,朋友,有儿童,文化深度游,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,900,0.8445,0.014
B0138,boundary,我想去巴黎玩7天，和家人一起，我们喜欢自然，预算比较有限，有小孩子。,巴黎,7,低,历史,单人,轮椅友好,文化深度游,0.47,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7000,0.8445,0.014
S0339,standard,我想去巴黎玩2天，和爱人一起，我们喜欢自然、购物，预算比较有限。,伦敦,3,低,文化,朋友,有儿童,文化深度游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3120,0.8445,0.0138
S0678,standard,我想去东京玩1天，和爱人一起，我们喜欢美食，预算比较宽裕，需要轮椅无障碍设施。,纽约,7,低,"文化,美食",家庭,有儿童,亲子家庭游,0.41,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7700,0.8445,0.0141
E0031,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.015
B0116,boundary,我想去巴黎玩7天，和朋友一起，我们喜欢购物，预算比较宽裕，有小孩子。,东京,7,高,历史,朋友,有儿童,奢华体验,0.48,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0142
E0025,edge,我想去罗马玩4天，和家人一起，我们喜欢历史，预算中等。,罗马,4,中,历史,家庭,有儿童和老人,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,8000,0.8445,0.0142
S0105,standard,我想去巴黎玩7天，和朋友一起，我们喜欢购物、历史，预算比较有限。,罗马,7,高,"历史,购物",单人,轮椅友好,奢华体验,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,42000,0.8445,0.0144
S0610,standard,我想去巴黎玩2天，和家人一起，我们喜欢自然，预算比较有限，有老人。,伦敦,5,高,"自然,美食",情侣,有老人,情侣浪漫游,0.48,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0144
S0337,standard,我想去伦敦玩7天，和爱人一起，我们喜欢自然，预算比较宽裕，有老人。,东京,5,高,"美食,自然",单人,无,户外探险游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,28000,0.8445,0.014
B0028,boundary,我想去巴黎玩7天，和家人一起，我们喜欢自然，预算比较有限，有老人。,东京,7,低,文化,家庭,无,亲子家庭游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.0142
B0145,boundary,我想去巴黎玩7天，我们喜欢文化，预算中等，需要轮椅无障碍设施。,东京,7,中,美食,朋友,轮椅友好,美食购物游,0.48,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12600,0.8445,0.014
S0039,standard,我想去东京玩5天，和家人一起，我们喜欢文化、购物，预算中等。,伦敦,1,高,购物,单人,有儿童,奢华体验,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7000,0.8445,0.015
S0210,standard,我想去罗马玩3天，和爱人一起，我们喜欢历史，预算比较有限，有小孩子。,罗马,3,低,历史,单人,有儿童,文化深度游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2700,0.8445,0.014
B0089,boundary,我想去纽约玩1天，我们喜欢美食，预算比较有限。,东京,1,低,购物,单人,有儿童,美食购物游,0.4,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,800,0.8445,0.014
B0121,boundary,我想去东京玩7天，和家人一起，我们喜欢购物，预算比较有限，有小孩子。,罗马,7,低,历史,朋友,无,文化深度游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,6300,0.8445,0.0141
S0151,standard,我想去巴黎玩1天，我们喜欢文化，预算比较宽裕，需要轮椅无障碍设施。,巴黎,1,中,"自然,购物",家庭,有儿童,美食购物游,0.48,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0137
S0438,standard,我想去罗马玩3天，和朋友一起，我们喜欢购物，预算中等，有小孩子。,巴黎,3,中,自然,朋友,无,户外探险游,0.65,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7200,0.8445,0.0141
S0122,standard,我想去罗马玩3天，和爱人一起，我们喜欢自然、美食，预算中等，需要轮椅无障碍设施。,纽约,3,高,美食,单人,无,奢华体验,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,22800,0.8445,0.0145
S0420,standard,我想去东京玩2天，和朋友一起，我们喜欢美食、购物，预算比较有限，有老人。,罗马,5,低,自然,情侣,有老人,户外探险游,0.67,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4500,0.8445,0.0139
S0401,standard,我想去东京玩1天，和家人一起，我们喜欢美食、历史，预算比较有限，有小孩子。,伦敦,2,低,自然,朋友,轮椅友好,经济观光,0.35,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2080,0.8445,0.0147
S0216,standard,我想去伦敦玩3天，我们喜欢自然，预算中等，有老人。,伦敦,7,高,"自然,历史",单人,无,户外探险游,0.59,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.014
E0024,edge,我想去东京玩5天，和爱人一起，我们喜欢奢华体验、米其林餐厅，预算比较有限。,东京,5,低,"奢华体验,米其林餐厅",情侣,无,文化深度游,0.23,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0139
S0278,standard,我想去巴黎玩3天，和爱人一起，我们喜欢美食、历史，预算比较宽裕，有老人。,纽约,2,高,美食,单人,无,奢华体验,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,15200,0.8445,0.0139
B0026,boundary,我想去伦敦玩7天，和家人一起，我们喜欢文化，预算比较宽裕。,罗马,7,高,历史,单人,无,奢华体验,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,42000,0.8445,0.014
B0132,boundary,我想去东京玩7天，和爱人一起，我们喜欢美食，预算中等。,伦敦,7,中,美食,朋友,有老人,美食购物游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0152
S0682,standard,我想去纽约玩2天，和家人一起，我们喜欢文化、历史，预算比较宽裕，有小孩子。,巴黎,1,低,"购物,美食",单人,有老人,美食购物游,0.56,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.014
S0275,standard,我想去东京玩5天，和爱人一起，我们喜欢自然，预算比较有限。,巴黎,1,高,历史,单人,有老人,奢华体验,0.56,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7000,0.8445,0.0142
B0019,boundary,我想去纽约玩1天，我们喜欢美食，预算比较有限。,纽约,1,低,美食,家庭,有儿童,美食购物游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0139
S0687,standard,我想去罗马玩5天，我们喜欢美食，预算中等，有老人。,伦敦,2,低,文化,单人,有儿童,文化深度游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2080,0.8445,0.0139
S0441,standard,我想去巴黎玩3天，和朋友一起，我们喜欢自然，预算比较有限，需要轮椅无障碍设施。,伦敦,2,低,"美食,文化",情侣,有老人,经济观光,0.4,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2080,0.8445,0.0137
S0410,standard,我想去巴黎玩7天，我们喜欢购物，预算中等，有老人。,东京,3,高,"自然,文化",朋友,轮椅友好,户外探险游,0.57,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0141
S0134,standard,我想去东京玩2天，和家人一起，我们喜欢美食、历史，预算比较有限，有老人。,东京,1,低,"文化,自然",情侣,有儿童,文化深度游,0.42,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,800,0.8445,0.0137
S0566,standard,我想去伦敦玩7天，我们喜欢自然、文化，预算比较宽裕。,巴黎,5,高,"美食,自然",朋友,有儿童,户外探险游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,35000,0.8445,0.0142
E0027,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0138
B0099,boundary,我想去伦敦玩1天，和家人一起，我们喜欢购物，预算比较有限，需要轮椅无障碍设施。,伦敦,1,低,文化,情侣,有儿童,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0145
S0458,standard,我想去伦敦玩1天，和朋友一起，我们喜欢文化，预算比较宽裕。,纽约,5,高,美食,单人,有老人,奢华体验,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,38000,0.8445,0.0143
B0044,boundary,我想去东京玩7天，和朋友一起，我们喜欢历史，预算中等，需要轮椅无障碍设施。,巴黎,7,中,购物,情侣,有老人,美食购物游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.014
S0118,standard,我想去纽约玩1天，和爱人一起，我们喜欢文化，预算比较有限，需要轮椅无障碍设施。,巴黎,1,中,"自然,美食",家庭,有老人,美食购物游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0142
S0440,standard,我想去纽约玩7天，和朋友一起，我们喜欢自然、美食，预算比较宽裕，需要轮椅无障碍设施。,罗马,7,中,"购物,历史",单人,有儿童,文化深度游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0141
S0559,standard,我想去伦敦玩2天，和朋友一起，我们喜欢文化、美食，预算中等。,纽约,1,高,美食,单人,有儿童,奢华体验,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0142
